SKU_ID,电商商品,电商类目,品牌,规格名称,单位,成本价,销售价,净重kg_待填,毛重kg_待填,包装长cm_待填,包装宽cm_待填,包装高cm_待填,价格缺口
1947182271341563912,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*70,个,16.32,34.00,,,,,,
1947182271341563913,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*75,个,16.80,35.00,,,,,,
1947182271341563914,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*80,个,17.28,36.00,,,,,,
1947182271341563915,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*85,个,17.76,37.00,,,,,,
1947182271341563916,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*90,个,18.72,39.00,,,,,,
1947182271341563917,SDA薄型气缸,气动元件 > 气缸,东特,SDA20*95,个,19.20,40.00,,,,,,
1947183415870656514,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*10,个,11.04,23.00,,,,,,
1947183415879045127,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*100,个,20.64,43.00,,,,,,
1947183415870656515,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*15,个,11.52,24.00,,,,,,
1947183415874850818,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*20,个,12.00,25.00,,,,,,
1947183415874850819,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*25,个,12.48,26.00,,,,,,
1961350920847536129,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*25-S,个,12.48,26.00,,,,,,
1947183415874850820,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*30,个,12.96,27.00,,,,,,
1947183415874850821,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*35,个,13.44,28.00,,,,,,
1947183415874850822,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*40,个,13.92,29.00,,,,,,
1947183415874850823,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*45,个,14.40,30.00,,,,,,
1947135347632672773,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*5,个,10.56,22.00,,,,,,
1947183415874850824,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*50,个,14.88,31.00,,,,,,
1947183415874850825,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*55,个,15.36,32.00,,,,,,
1947183415874850826,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*60,个,15.84,33.00,,,,,,
1947183415874850827,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*65,个,16.80,35.00,,,,,,
1947183415874850828,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*70,个,17.28,36.00,,,,,,
1947183415879045122,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*75,个,17.76,37.00,,,,,,
1947183415879045123,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*80,个,18.24,38.00,,,,,,
1947183415879045124,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*85,个,18.72,39.00,,,,,,
1947183415879045125,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*90,个,19.20,40.00,,,,,,
1947183415879045126,SDA薄型气缸,气动元件 > 气缸,东特,SDA25*95,个,19.68,41.00,,,,,,
1947184307357388802,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*10,个,13.44,28.00,,,,,,
1947184307365777410,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*100,个,24.48,51.00,,,,,,
1947184307361583105,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*15,个,13.92,29.00,,,,,,
1947184307361583106,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*20,个,14.40,30.00,,,,,,
1947184307361583107,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*25,个,14.88,31.00,,,,,,
1947184307361583108,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*30,个,15.36,32.00,,,,,,
1947184307361583109,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*35,个,16.32,34.00,,,,,,
1947184307361583110,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*40,个,16.80,35.00,,,,,,
1947184307361583111,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*45,个,17.28,36.00,,,,,,
1947135347632672774,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*5,个,12.96,27.00,,,,,,
1947184307361583112,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*50,个,17.76,37.00,,,,,,
1947184307361583113,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*55,个,18.72,39.00,,,,,,
1947184307361583114,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*60,个,19.20,40.00,,,,,,
1947184307361583115,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*65,个,20.16,42.00,,,,,,
1947184307361583116,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*70,个,20.64,43.00,,,,,,
1947184307361583117,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*75,个,21.12,44.00,,,,,,
1947184307361583118,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*80,个,21.60,45.00,,,,,,
1947184307361583119,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*85,个,22.08,46.00,,,,,,
1947184307361583120,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*90,个,23.04,48.00,,,,,,
1947184307361583121,SDA薄型气缸,气动元件 > 气缸,东特,SDA32*95,个,24.00,50.00,,,,,,
1947187159421194241,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*10,个,16.32,34.00,,,,,,
1947187159425388556,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*100,个,31.68,66.00,,,,,,
1947187159421194242,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*15,个,17.28,36.00,,,,,,
1947187159421194243,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*20,个,18.24,38.00,,,,,,
1947187159421194244,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*25,个,18.72,39.00,,,,,,
1947187159421194245,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*30,个,19.68,41.00,,,,,,
1947187159421194246,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*35,个,20.16,42.00,,,,,,
1947187159421194247,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*40,个,21.12,44.00,,,,,,
1947187159425388545,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*45,个,21.60,45.00,,,,,,
1947135347632672775,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*5,个,15.36,32.00,,,,,,
1947187159425388546,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*50,个,22.56,47.00,,,,,,
1947187159425388547,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*55,个,23.04,48.00,,,,,,
1947187159425388548,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*60,个,24.00,50.00,,,,,,
1947187159425388549,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*65,个,24.96,52.00,,,,,,
1947187159425388550,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*70,个,25.92,54.00,,,,,,
1947187159425388551,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*75,个,26.88,56.00,,,,,,
1947187159425388552,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*80,个,27.84,58.00,,,,,,
1947187159425388553,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*85,个,28.80,60.00,,,,,,
1947187159425388554,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*90,个,29.76,62.00,,,,,,
1947187159425388555,SDA薄型气缸,气动元件 > 气缸,东特,SDA40*95,个,30.72,64.00,,,,,,
1947187848759250945,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*10,个,21.60,45.00,,,,,,
1947187848763445256,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*100,个,40.80,85.00,,,,,,
1947187848759250946,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*15,个,22.56,47.00,,,,,,
1947187848759250947,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*20,个,23.52,49.00,,,,,,
1947187848759250948,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*25,个,24.48,51.00,,,,,,
1947187848759250949,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*30,个,25.44,53.00,,,,,,
1947187848759250950,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*35,个,26.40,55.00,,,,,,
1947187848759250951,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*40,个,27.36,57.00,,,,,,
1947187848759250952,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*45,个,28.32,59.00,,,,,,
1947135347632672776,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*5,个,20.64,43.00,,,,,,
1947187848759250953,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*50,个,29.28,61.00,,,,,,
1947187848759250954,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*55,个,30.72,64.00,,,,,,
1947187848759250955,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*60,个,32.16,67.00,,,,,,
1947187848759250956,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*65,个,33.60,70.00,,,,,,
1947187848763445250,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*70,个,34.56,72.00,,,,,,
1947187848763445251,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*75,个,35.52,74.00,,,,,,
1947187848763445252,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*80,个,36.48,76.00,,,,,,
1947187848763445253,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*85,个,37.92,79.00,,,,,,
1947187848763445254,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*90,个,38.88,81.00,,,,,,
1947187848763445255,SDA薄型气缸,气动元件 > 气缸,东特,SDA50*95,个,39.84,83.00,,,,,,
1947190369397542914,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*10,个,28.80,60.00,,,,,,
1947190369401737220,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*100,个,53.76,112.00,,,,,,
1947190369397542915,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*15,个,29.76,62.00,,,,,,
1947190369397542916,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*20,个,31.20,65.00,,,,,,
1947190369397542917,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*25,个,32.64,68.00,,,,,,
1947190369397542918,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*30,个,33.60,70.00,,,,,,
1947190369397542919,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*35,个,35.04,73.00,,,,,,
1947190369397542920,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*40,个,36.48,76.00,,,,,,
1947190369397542921,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*45,个,37.92,79.00,,,,,,
1947135347632672777,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*5,个,27.84,58.00,,,,,,
1947190369397542922,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*50,个,39.36,82.00,,,,,,
1947190369397542923,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*55,个,40.32,84.00,,,,,,
1947190369397542924,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*60,个,41.76,87.00,,,,,,
1947190369397542925,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*65,个,43.20,90.00,,,,,,
1947190369397542926,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*70,个,44.16,92.00,,,,,,
1947190369397542927,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*75,个,45.60,95.00,,,,,,
1947190369397542928,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*80,个,47.04,98.00,,,,,,
1947190369401737217,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*85,个,48.00,100.00,,,,,,
1947190369401737218,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*90,个,49.92,104.00,,,,,,
1947190369401737219,SDA薄型气缸,气动元件 > 气缸,东特,SDA63*95,个,51.84,108.00,,,,,,
1947191301678075906,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*10,个,48.00,100.00,,,,,,
1947191301678075924,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*100,个,81.60,170.00,,,,,,
1947191301678075907,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*15,个,49.44,103.00,,,,,,
1947191301678075908,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*20,个,50.88,106.00,,,,,,
1947191301678075909,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*25,个,52.80,110.00,,,,,,
1947191301678075910,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*30,个,54.72,114.00,,,,,,
1947191301678075911,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*35,个,56.64,118.00,,,,,,
1947191301678075912,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*40,个,58.56,122.00,,,,,,
1947191301678075913,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*45,个,60.48,126.00,,,,,,
1947135347632672778,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*5,个,46.08,96.00,,,,,,
1947191301678075914,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*50,个,62.40,130.00,,,,,,
1947191301678075915,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*55,个,64.32,134.00,,,,,,
1947191301678075916,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*60,个,66.24,138.00,,,,,,
1947191301678075917,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*65,个,68.16,142.00,,,,,,
1947191301678075918,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*70,个,70.08,146.00,,,,,,
1947191301678075919,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*75,个,72.00,150.00,,,,,,
1947191301678075920,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*80,个,73.92,154.00,,,,,,
1947191301678075921,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*85,个,75.84,158.00,,,,,,
1947191301678075922,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*90,个,77.76,162.00,,,,,,
1947191301678075923,SDA薄型气缸,气动元件 > 气缸,东特,SDA80*95,个,79.68,166.00,,,,,,
1961344619312623621,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA12*20,个,10.08,21.00,,,,,,
1961344619312623620,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA12*5,个,8.16,17.00,,,,,,
1961344619312623622,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA16*25-B,个,12.96,27.00,,,,,,
1961344619312623623,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA16*5,个,9.60,20.00,,,,,,
1961344619312623618,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA20*25,个,11.52,24.00,,,,,,
1961344619312623619,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA20*50-B,个,13.92,29.00,,,,,,
1961344619312623624,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA25*5-SDAJ-5,个,10.56,22.00,,,,,,
1961328203104563202,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA50*75,个,35.52,74.00,,,,,,
1961773977198211074,SDA薄型气缸,气动元件 > 气缸,亚德客(AirTac),SDA63*30,个,33.60,70.00,,,,,,
1961343742237519873,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA32*40,个,16.80,35.00,,,,,,
1961330719775043586,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA40*40,个,21.12,44.00,,,,,,
1961776004716376065,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA50*100,个,40.80,85.00,,,,,,
1961774183373418498,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA63*25,个,32.64,68.00,,,,,,
1961774183373418499,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA80*70,个,70.08,146.00,,,,,,
1961774183373418500,SDA薄型气缸,气动元件 > 气缸,卓良(zholo),SDA80*75,个,72.00,150.00,,,,,,
1961341042556973058,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA32*5,个,12.96,27.00,,,,,,
1961327405935144961,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA40*10,个,16.32,34.00,,,,,,
1961327405935144962,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA40*20,个,18.24,38.00,,,,,,
1961327405939339265,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA40*30,个,19.68,41.00,,,,,,
1961327405939339266,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA40*35,个,20.16,42.00,,,,,,
1961327405939339267,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA50*10,个,21.60,45.00,,,,,,
1961327405939339268,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA50*25,个,24.48,51.00,,,,,,
1961326574124969986,SDA薄型气缸,气动元件 > 气缸,宝诚（CNB&C）,SDA50*30,个,25.44,53.00,,,,,,
1961344229389152258,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA16*15,个,11.52,24.00,,,,,,
1961344229384957955,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA20*15,个,10.56,22.00,,,,,,
1961344229384957956,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA20*30,个,11.52,24.00,,,,,,
1961344229389152257,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA20*40,个,12.96,27.00,,,,,,
1961354659587207169,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA25*10,个,11.04,23.00,,,,,,
1961344229389152259,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA25*30,个,12.96,27.00,,,,,,
1961344229389152260,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA25*50,个,10.56,22.00,,,,,,
1961344229384957954,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA32*40,个,16.80,35.00,,,,,,
1961325380816121858,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA40*10,个,16.32,34.00,,,,,,
1961325380820316161,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA40*20,个,18.24,38.00,,,,,,
1961325380820316162,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA40*30,个,19.68,41.00,,,,,,
1961325380820316163,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA40*35,个,20.16,42.00,,,,,,
1961325380820316164,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA50*10,个,21.60,45.00,,,,,,
1961325380820316165,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA50*25,个,24.48,51.00,,,,,,
1961325380820316166,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA50*45,个,28.32,59.00,,,,,,
1961774785801302018,SDA薄型气缸,气动元件 > 气缸,盛达(SDPC),SDA63*50,个,39.36,82.00,,,,,,
1961350413378695170,SDA薄型气缸,气动元件 > 气缸,菲特气动,SDA25*25,个,12.48,26.00,,,,,,
1946466298087116802,SU系列标准气缸（内藏式）,气动元件 > 气缸,东特,SU32-50,,27.84,58.00,,,,,,
1951560664245870593,TN双杆气缸,气动元件 > 气缸,东特,TN10-10,个,15.60,27.30,,,,,,
1951560664258453508,TN双杆气缸,气动元件 > 气缸,东特,TN10-100,个,24.00,42.00,,,,,,
1951560664258453509,TN双杆气缸,气动元件 > 气缸,东特,TN10-125,个,26.00,45.50,,,,,,
1951560664250064897,TN双杆气缸,气动元件 > 气缸,东特,TN10-15,个,16.00,28.00,,,,,,
1951560664258453510,TN双杆气缸,气动元件 > 气缸,东特,TN10-150,个,28.00,49.00,,,,,,
1951560664258453511,TN双杆气缸,气动元件 > 气缸,东特,TN10-175,个,32.00,56.00,,,,,,
1951560664250064898,TN双杆气缸,气动元件 > 气缸,东特,TN10-20,个,16.40,28.70,,,,,,
1951560664258453512,TN双杆气缸,气动元件 > 气缸,东特,TN10-200,个,36.00,63.00,,,,,,
1951560664250064899,TN双杆气缸,气动元件 > 气缸,东特,TN10-25,个,16.80,29.40,,,,,,
1951560664258453513,TN双杆气缸,气动元件 > 气缸,东特,TN10-250,个,44.00,77.00,,,,,,
1951560664250064900,TN双杆气缸,气动元件 > 气缸,东特,TN10-30,个,17.20,30.10,,,,,,
1951560664258453514,TN双杆气缸,气动元件 > 气缸,东特,TN10-300,个,52.00,91.00,,,,,,
1951560664250064901,TN双杆气缸,气动元件 > 气缸,东特,TN10-35,个,17.60,30.80,,,,,,
1951560664254259202,TN双杆气缸,气动元件 > 气缸,东特,TN10-40,个,18.00,31.50,,,,,,
1951560664254259203,TN双杆气缸,气动元件 > 气缸,东特,TN10-45,个,18.40,32.20,,,,,,
1951560664254259204,TN双杆气缸,气动元件 > 气缸,东特,TN10-50,个,18.80,32.90,,,,,,
1951560664254259205,TN双杆气缸,气动元件 > 气缸,东特,TN10-60,个,20.00,35.00,,,,,,
1951560664254259206,TN双杆气缸,气动元件 > 气缸,东特,TN10-70,个,20.80,36.40,,,,,,
1951560664254259207,TN双杆气缸,气动元件 > 气缸,东特,TN10-75,个,21.20,37.10,,,,,,
1951560664258453506,TN双杆气缸,气动元件 > 气缸,东特,TN10-80,个,21.60,37.80,,,,,,
1951560664258453507,TN双杆气缸,气动元件 > 气缸,东特,TN10-90,个,22.40,39.20,,,,,,
1951561821299154946,TN双杆气缸,气动元件 > 气缸,东特,TN16-10,个,18.00,31.50,,,,,,
1951561821299154960,TN双杆气缸,气动元件 > 气缸,东特,TN16-100,个,26.00,45.50,,,,,,
1951561821299154961,TN双杆气缸,气动元件 > 气缸,东特,TN16-125,个,28.00,49.00,,,,,,
1951561821299154947,TN双杆气缸,气动元件 > 气缸,东特,TN16-15,个,18.40,32.20,,,,,,
1951561821299154962,TN双杆气缸,气动元件 > 气缸,东特,TN16-150,个,30.00,52.50,,,,,,
1951561821299154963,TN双杆气缸,气动元件 > 气缸,东特,TN16-175,个,32.00,56.00,,,,,,
1951561821299154948,TN双杆气缸,气动元件 > 气缸,东特,TN16-20,个,18.80,32.90,,,,,,
1951561821299154964,TN双杆气缸,气动元件 > 气缸,东特,TN16-200,个,34.00,59.50,,,,,,
1951561821299154949,TN双杆气缸,气动元件 > 气缸,东特,TN16-25,个,19.20,33.60,,,,,,
1951561821299154965,TN双杆气缸,气动元件 > 气缸,东特,TN16-250,个,44.00,77.00,,,,,,
1951561821299154950,TN双杆气缸,气动元件 > 气缸,东特,TN16-30,个,19.60,34.30,,,,,,
1951561821299154966,TN双杆气缸,气动元件 > 气缸,东特,TN16-300,个,48.00,84.00,,,,,,
1951561821299154951,TN双杆气缸,气动元件 > 气缸,东特,TN16-35,个,20.00,35.00,,,,,,
1951561821299154952,TN双杆气缸,气动元件 > 气缸,东特,TN16-40,个,20.40,35.70,,,,,,
1951561821299154953,TN双杆气缸,气动元件 > 气缸,东特,TN16-45,个,20.80,36.40,,,,,,
1951561821299154954,TN双杆气缸,气动元件 > 气缸,东特,TN16-50,个,21.20,37.10,,,,,,
1951561821299154955,TN双杆气缸,气动元件 > 气缸,东特,TN16-60,个,22.00,38.50,,,,,,
1951561821299154956,TN双杆气缸,气动元件 > 气缸,东特,TN16-70,个,23.20,40.60,,,,,,
1951561821299154957,TN双杆气缸,气动元件 > 气缸,东特,TN16-75,个,23.60,41.30,,,,,,
1951561821299154958,TN双杆气缸,气动元件 > 气缸,东特,TN16-80,个,24.00,42.00,,,,,,
1951561821299154959,TN双杆气缸,气动元件 > 气缸,东特,TN16-90,个,25.20,44.10,,,,,,
1951563464845565954,TN双杆气缸,气动元件 > 气缸,东特,TN20-10,个,21.20,37.10,,,,,,
1951563464849760267,TN双杆气缸,气动元件 > 气缸,东特,TN20-100,个,33.20,58.10,,,,,,
1951563464849760268,TN双杆气缸,气动元件 > 气缸,东特,TN20-125,个,35.20,61.60,,,,,,
1951563464845565955,TN双杆气缸,气动元件 > 气缸,东特,TN20-15,个,22.00,38.50,,,,,,
1951563464849760269,TN双杆气缸,气动元件 > 气缸,东特,TN20-150,个,38.00,66.50,,,,,,
1951563464849760270,TN双杆气缸,气动元件 > 气缸,东特,TN20-175,个,42.00,73.50,,,,,,
1951563464845565956,TN双杆气缸,气动元件 > 气缸,东特,TN20-20,个,22.80,39.90,,,,,,
1951563464849760271,TN双杆气缸,气动元件 > 气缸,东特,TN20-200,个,46.00,80.50,,,,,,
1951563464845565957,TN双杆气缸,气动元件 > 气缸,东特,TN20-25,个,23.60,41.30,,,,,,
1951563464849760272,TN双杆气缸,气动元件 > 气缸,东特,TN20-250,个,54.00,94.50,,,,,,
1951563464845565958,TN双杆气缸,气动元件 > 气缸,东特,TN20-30,个,24.40,42.70,,,,,,
1951563464853954561,TN双杆气缸,气动元件 > 气缸,东特,TN20-300,个,62.00,108.50,,,,,,
1951563464849760258,TN双杆气缸,气动元件 > 气缸,东特,TN20-35,个,25.20,44.10,,,,,,
1951563464849760259,TN双杆气缸,气动元件 > 气缸,东特,TN20-40,个,26.00,45.50,,,,,,
1951563464849760260,TN双杆气缸,气动元件 > 气缸,东特,TN20-45,个,26.80,46.90,,,,,,
1951563464849760261,TN双杆气缸,气动元件 > 气缸,东特,TN20-50,个,27.60,48.30,,,,,,
1951563464849760262,TN双杆气缸,气动元件 > 气缸,东特,TN20-60,个,28.80,50.40,,,,,,
1951563464849760263,TN双杆气缸,气动元件 > 气缸,东特,TN20-70,个,29.60,51.80,,,,,,
1951563464849760264,TN双杆气缸,气动元件 > 气缸,东特,TN20-75,个,30.40,53.20,,,,,,
1951563464849760265,TN双杆气缸,气动元件 > 气缸,东特,TN20-80,个,31.20,54.60,,,,,,
1951563464849760266,TN双杆气缸,气动元件 > 气缸,东特,TN20-90,个,32.00,56.00,,,,,,
1951565030998679553,TN双杆气缸,气动元件 > 气缸,东特,TN25-10,个,27.60,48.30,,,,,,
1951565030998679567,TN双杆气缸,气动元件 > 气缸,东特,TN25-100,个,42.40,74.20,,,,,,
1951565030998679568,TN双杆气缸,气动元件 > 气缸,东特,TN25-125,个,46.00,80.50,,,,,,
1951565030998679554,TN双杆气缸,气动元件 > 气缸,东特,TN25-15,个,28.40,49.70,,,,,,
1951565030998679569,TN双杆气缸,气动元件 > 气缸,东特,TN25-150,个,50.00,87.50,,,,,,
1951565030998679570,TN双杆气缸,气动元件 > 气缸,东特,TN25-175,个,54.00,94.50,,,,,,
1951565030998679555,TN双杆气缸,气动元件 > 气缸,东特,TN25-20,个,29.20,51.10,,,,,,
1951565031002873857,TN双杆气缸,气动元件 > 气缸,东特,TN25-200,个,58.00,101.50,,,,,,
1951565030998679556,TN双杆气缸,气动元件 > 气缸,东特,TN25-25,个,30.00,52.50,,,,,,
1951565031002873858,TN双杆气缸,气动元件 > 气缸,东特,TN25-250,个,68.00,119.00,,,,,,
1951565030998679557,TN双杆气缸,气动元件 > 气缸,东特,TN25-30,个,30.80,53.90,,,,,,
1951565031002873859,TN双杆气缸,气动元件 > 气缸,东特,TN25-300,个,78.00,136.50,,,,,,
1951565030998679558,TN双杆气缸,气动元件 > 气缸,东特,TN25-35,个,31.60,55.30,,,,,,
1951565030998679559,TN双杆气缸,气动元件 > 气缸,东特,TN25-40,个,32.40,56.70,,,,,,
1951565030998679560,TN双杆气缸,气动元件 > 气缸,东特,TN25-45,个,33.20,58.10,,,,,,
1951565030998679561,TN双杆气缸,气动元件 > 气缸,东特,TN25-50,个,34.00,59.50,,,,,,
1951565030998679562,TN双杆气缸,气动元件 > 气缸,东特,TN25-60,个,35.20,61.60,,,,,,
1951565030998679563,TN双杆气缸,气动元件 > 气缸,东特,TN25-70,个,37.60,65.80,,,,,,
1951565030998679564,TN双杆气缸,气动元件 > 气缸,东特,TN25-75,个,38.40,67.20,,,,,,
